gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,act,at,ceq,cogs,csho,invt,lct,lt,ni,re,revt,costat,prcc_c
004193,20211231,2021,INDL,C,D,STD,EGP,USD,,3215.3360,1570.0700,242.8770,41.2690,0.0000,,1643.8760,157.5570,-316.7540,409.4810,A,227.8500
004194,20211231,2021,INDL,C,D,STD,KODK,USD,807.0000,2171.0000,781.0000,955.0000,78.7000,219.0000,309.0000,1194.0000,24.0000,-375.0000,1150.0000,A,4.6800
004199,20211231,2021,INDL,C,D,STD,ETN,USD,7511.0000,34027.0000,16413.0000,12436.0000,398.8000,2969.0000,7212.0000,17576.0000,2144.0000,3961.0000,19628.0000,A,172.8200
004213,20211231,2021,INDL,C,D,STD,ECL,USD,4687.1000,21206.4000,7224.2000,6678.8000,286.8840,1491.8000,3553.2000,13953.3000,1129.9000,7179.7000,12733.1000,A,234.5900
004321,20210930,2021,INDL,C,D,STD,EMR,USD,8432.0000,24715.0000,9883.0000,10004.0000,595.8000,2050.0000,6246.0000,14792.0000,2303.0000,25175.0000,18236.0000,A,92.9700
004383,20210930,2021,INDL,C,D,STD,ATO,USD,2838.7150,19608.6620,7906.8890,2024.5150,132.4200,193.6970,3510.3550,11701.7730,665.5630,2882.4760,3407.4900,A,104.7700
004384,20211231,2021,INDL,C,D,STD,MARA,USD,688.1500,1448.2440,683.0230,18.7920,102.7330,0.0000,13.7940,765.2210,-36.1750,-152.6810,150.4640,A,32.8600
004390,20210228,2020,INDL,C,D,STD,EBF,USD,148.0740,364.3880,300.5490,236.1700,25.9500,32.9060,35.0520,63.8390,24.0940,174.1540,357.9730,A,17.8500
004423,20211231,2021,INDL,C,D,STD,EFX,USD,1120.9000,11040.9000,3584.4000,1980.9000,122.1000,0.0000,2291.3000,7439.7000,744.2000,4456.2000,4923.9000,A,292.7900
004430,20211231,2021,INDL,C,D,STD,EQT,USD,2286.7660,21607.3880,10029.5270,2699.9970,376.3990,,5080.1710,11561.6250,-1155.7590,-120.3900,3064.6630,A,21.8100
004462,20211231,2021,INDL,C,D,STD,NEU,USD,1388.1730,2558.4360,762.1290,1745.2470,10.3630,498.5390,725.0870,1796.3070,190.9080,762.1290,2356.1100,A,342.7200
004494,20211231,2021,INDL,C,D,STD,EXPD,USD,6635.0450,7609.9290,3494.4260,14306.7930,167.2100,0.0000,3726.2970,4111.9380,1415.4920,3489.5940,16523.5170,A,134.2900
004497,20211231,2021,INDL,C,D,STD,BOOM,USD,239.1960,864.4120,360.5250,194.2310,19.3500,124.2140,105.8140,306.6910,-0.2020,84.4930,260.1150,A,39.6100
004498,20210930,2021,INDL,C,D,STD,IIIN,USD,246.9060,390.7100,302.0380,454.5320,19.4080,79.0490,68.8490,88.6720,66.6100,203.9420,590.6010,A,39.8100
004510,20211231,2021,INDL,C,D,STD,FMC,USD,4937.6000,10581.3000,3032.5000,2740.0000,125.6990,1405.7000,3520.3000,7529.4000,736.5000,4675.6000,5045.2000,A,109.8900
004517,20211231,2021,INDL,C,D,STD,NEE,USD,9288.0000,140912.0000,37202.0000,10204.0000,1963.0000,1561.0000,17437.0000,95243.0000,3573.0000,25911.0000,17069.0000,A,93.3600
004598,20210531,2020,INDL,C,D,STD,FDX,USD,20580.0000,82777.0000,24168.0000,62212.0000,266.9530,587.0000,13660.0000,58609.0000,5231.0000,29085.0000,83959.0000,A,259.6200
004605,20211231,2021,INDL,C,D,STD,FRT,USD,,7622.3200,2420.6050,596.5930,78.6030,0.0000,,4745.4640,261.4980,-1068.9790,953.9780,A,136.3200
004608,20211231,2021,INDL,C,D,STD,FSS,USD,431.0000,1366.1000,784.0000,885.0000,60.9000,229.1000,170.4000,582.1000,100.6000,609.4000,1213.2000,A,43.3400
004611,20210131,2020,INDL,C,D,STD,M,USD,6184.0000,17706.0000,2553.0000,11327.0000,310.5000,3774.0000,5357.0000,15153.0000,-3944.0000,3140.0000,18097.0000,A,11.2500
004622,20211231,2021,INDL,C,D,STD,FOE,USD,539.7820,1290.0240,538.3840,741.1020,83.6230,262.6690,304.1490,741.9210,148.8310,311.8740,1126.2640,A,21.8300
004640,20211231,2021,INDL,C,D,STD,FITB,USD,,211116.0000,20094.0000,64.0000,682.7780,4444.0000,,188906.0000,2770.0000,21443.0000,8269.0000,A,43.5500
004674,20211231,2021,INDL,C,D,STD,RF,USD,,162938.0000,16667.0000,-357.0000,941.9080,1013.0000,,144612.0000,2521.0000,5839.0000,6587.0000,A,21.8000
004685,20211231,2021,INDL,C,D,STD,TRMK,USD,,17595.6360,1741.3110,2.6610,61.6490,283.9890,,15854.3250,147.3650,1552.5530,664.4210,A,32.4600
004690,20211231,2021,INDL,C,D,STD,FCNCA,USD,,58308.1400,4397.3040,23.8410,9.8160,138.0690,,53570.8990,547.4590,4387.4880,1959.0120,A,829.8400
004699,20211231,2021,INDL,C,D,STD,MTB,USD,,155107.1600,16153.4050,39.0060,128.6890,23.9010,,137203.7550,1858.7460,14518.8700,6105.7780,A,153.5800
004723,20211231,2021,INDL,C,D,STD,USB,USD,,573284.0000,48547.0000,-180.0000,1483.5020,7797.0000,,517897.0000,7963.0000,67258.0000,23714.0000,A,56.1700
004737,20211231,2021,INDL,C,D,STD,FHN,USD,,89092.0000,7679.0000,-146.0000,533.5770,1188.0000,,80598.0000,999.0000,2603.0000,3255.0000,A,16.3300
004809,20211231,2021,INDL,C,D,STD,FLO,USD,746.1180,3253.3130,1411.2740,2175.2490,211.3950,203.4590,519.9170,1842.0390,206.1870,964.9650,4330.7670,A,27.4700
004818,20211231,2021,INDL,C,D,STD,FLR,USD,5562.6420,7279.5630,1392.4470,11954.3450,141.4350,223.0000,3904.0600,5712.8820,-440.1700,424.7030,12434.8790,A,24.7700
004839,20211231,2021,INDL,C,D,STD,F,USD,108996.0000,257035.0000,48519.0000,108999.0000,4004.2480,12065.0000,90727.0000,208413.0000,17937.0000,27430.0000,136341.0000,A,20.7700
004881,20211231,2021,INDL,C,D,STD,FELE,USD,724.6470,1575.1650,946.5010,1041.2040,46.4830,449.9750,396.0140,626.5220,153.8600,631.2360,1661.8650,A,94.5600
004885,20210930,2021,INDL,C,D,STD,BEN,USD,,24168.4000,11223.4000,5942.0000,501.8080,,,11424.8000,1831.2000,11173.2000,8400.2000,A,33.4900
004926,20211130,2021,INDL,C,D,STD,FUL,USD,1221.1700,4274.5300,1596.7690,2281.5480,52.7780,448.4040,736.8500,2677.1700,161.3930,1330.3540,3278.0310,A,81.0000
004941,20211231,2021,INDL,C,D,STD,GATX,USD,,9541.7000,2019.2000,397.8000,35.4220,52.0000,,7522.5000,143.1000,2590.9000,1257.4000,A,104.1900
004973,20211231,2021,INDL,C,D,STD,AJG,USD,17670.4000,33345.0000,8508.4000,6189.1000,208.4540,0.0000,16735.0000,24784.9000,906.8000,2156.2000,8209.4000,A,169.6700
004988,20211231,2021,INDL,C,D,STD,TGNA,USD,787.5890,6917.6460,2519.9060,1598.7590,221.4060,0.0000,375.1320,4381.6110,476.9550,7362.1640,2991.0930,A,18.5600
004990,20210131,2020,INDL,C,D,STD,GPS,USD,6008.0000,13769.0000,2614.0000,8590.0000,374.0000,2451.0000,3884.0000,11155.0000,-665.0000,2510.0000,13800.0000,A,20.1900
005018,20211231,2021,INDL,C,D,STD,AJRD,USD,1236.6000,2433.6000,533.5000,1800.1000,80.1000,364.2000,875.8000,1900.1000,143.7000,-9.1000,2188.0000,A,46.7600
005046,20211231,2021,INDL,C,D,STD,GD,USD,19987.0000,50073.0000,17641.0000,31267.0000,277.6210,5340.0000,13978.0000,32432.0000,3257.0000,33500.0000,38469.0000,A,208.4700
005047,20211231,2021,INDL,C,D,STD,GE,USD,66348.0000,198874.0000,40304.0000,52777.0000,1099.0270,15847.0000,51953.0000,157114.0000,-6519.0000,86691.0000,74196.0000,A,94.4700
005071,20210531,2020,INDL,C,D,STD,GIS,USD,5754.5000,31841.9000,9470.4000,11077.6000,607.7000,1820.5000,8265.8000,21463.8000,2339.8000,14640.6000,18127.0000,A,58.8000
005072,20211231,2021,INDL,C,D,STD,ALLY,USD,,182114.0000,14726.0000,5223.0000,337.9410,549.0000,,165064.0000,3060.0000,-1757.0000,10694.0000,A,47.6100
005073,20211231,2021,INDL,C,D,STD,GM,USD,82103.0000,244718.0000,59744.0000,94078.0000,1500.0000,12988.0000,74408.0000,178903.0000,10019.0000,32668.0000,127004.0000,A,58.6300
005087,20211231,2021,INDL,C,D,STD,SPXC,USD,903.4000,2628.6000,1102.9000,765.7000,45.4680,189.8000,439.5000,1525.7000,425.4000,212.1000,1219.5000,A,59.6800
005109,20210131,2020,INDL,C,D,STD,GCO,USD,667.5950,1587.3680,565.7500,926.9960,14.9500,290.9660,402.9330,1020.6090,-56.4290,285.8610,1786.5300,A,30.0900
005116,20211231,2021,INDL,C,D,STD,GNTX,USD,872.9760,2131.3910,1937.9880,1012.3500,236.4410,316.2670,181.6560,,360.7970,1044.3890,1731.1700,A,34.8500
005125,20211231,2021,INDL,C,D,STD,GPC,USD,7756.4220,14352.1020,3490.7420,12236.3740,142.1810,3889.9190,6581.5830,10848.8120,898.7900,3228.5860,18870.5100,A,140.2000
005149,20211231,2021,INDL,C,D,STD,GTY,USD,,1466.9480,745.1080,65.5180,46.7160,0.0000,,721.8400,62.8600,-73.5680,155.8980,A,32.0900
005179,20211231,2021,INDL,C,D,STD,GLT,USD,636.5660,1880.6070,542.7620,878.4780,44.5490,279.5200,371.1700,1337.8450,6.9370,625.2960,1084.6940,A,17.2000
005234,20211231,2021,INDL,C,D,STD,GT,USD,7331.0000,21402.0000,4999.0000,12768.0000,281.7930,3594.0000,6612.0000,16218.0000,764.0000,1610.0000,17522.0000,A,21.3200
005237,20211231,2021,INDL,C,D,STD,GRC,USD,277.1820,420.7540,329.9760,270.5050,26.1040,85.6480,52.4400,90.7780,29.8510,323.0390,378.3160,A,44.5500
005252,20211231,2021,INDL,C,D,STD,GGG,USD,1363.6210,2443.1980,1709.3430,895.7590,170.3070,382.3010,506.7920,733.8550,439.8660,796.7470,1987.6080,A,80.6200
005256,20211231,2021,INDL,C,D,STD,GWW,USD,4011.0000,6592.0000,1874.0000,8179.0000,51.2200,1870.0000,1528.0000,4432.0000,1043.0000,9404.0000,13022.0000,A,518.2400
005342,20211231,2021,INDL,C,D,STD,MGI,USD,,4476.5000,-185.0000,684.1000,90.7260,0.0000,,4661.5000,-37.9000,-1576.2000,1283.6000,A,7.8900
005439,20211231,2021,INDL,C,D,STD,HAL,USD,9943.0000,22321.0000,6713.0000,12375.0000,896.0000,2361.0000,4306.0000,15593.0000,1457.0000,9527.0000,15295.0000,A,22.8700
005496,20211231,2021,INDL,C,D,STD,HSC,USD,874.9730,3053.9080,748.1600,1330.9220,79.2160,70.4930,601.3910,2248.1380,-3.2490,1234.3710,1848.3990,A,16.7100
005518,20211231,2021,INDL,C,D,STD,HAS,USD,3728.1000,10037.8000,3025.9000,3013.2000,138.2210,552.1000,2455.9000,6950.8000,428.7000,4022.5000,6420.4000,A,101.7800
005520,20211231,2021,INDL,C,D,STD,AMOT,USD,175.9570,470.7850,187.7620,270.5980,15.3610,89.7330,78.3700,283.0230,24.0940,119.6650,403.5160,A,36.4900
005526,20211231,2021,INDL,C,D,STD,HE,USD,,15822.6370,2390.8840,2185.6110,109.3120,,,13397.4600,248.0560,705.3880,2850.3790,A,41.5000
005530,20210331,2020,INDL,C,D,STD,HWKN,USD,163.0070,472.5500,265.2460,450.4400,20.9700,63.8640,70.4620,207.3040,40.9800,213.8980,596.8710,A,52.3100
005539,20211231,2021,INDL,C,D,STD,HCSG,USD,546.3820,777.5290,452.6770,1406.8150,73.7690,26.0150,191.1250,324.8520,45.8630,187.9570,1641.9590,A,17.7900
005559,20211231,2021,INDL,C,D,STD,STRL,USD,434.6910,1230.9960,358.7670,1344.2720,29.8380,0.0000,351.7600,815.6540,62.6450,78.1950,1581.7660,A,26.3000
005560,20211231,2021,INDL,C,D,STD,HL,USD,341.6270,2728.8080,1760.7480,420.9360,538.1390,67.7650,160.3830,968.0210,35.0950,-382.1070,807.4730,A,5.2200
005568,20211231,2021,INDL,C,D,STD,KHC,USD,8994.0000,93394.0000,49298.0000,16437.0000,1224.0000,2729.0000,9064.0000,43942.0000,1012.0000,-3506.0000,26042.0000,A,35.9000
005572,20210228,2020,INDL,C,D,STD,HELE,USD,971.9370,2263.4880,1239.3470,1164.6970,24.4060,481.6110,614.8920,1024.1410,253.9460,953.5100,2098.7990,A,222.1900
005581,20210930,2021,INDL,C,D,STD,HP,USD,1586.5660,5034.1280,2912.6180,957.7380,107.8990,84.0570,866.3060,2121.5100,-326.1500,2553.1310,1218.5680,A,23.7000
005597,20211231,2021,INDL,C,D,STD,HSY,USD,2246.2060,10412.2310,2757.2290,4632.0790,206.1090,988.5110,2493.3130,7655.0020,1477.5120,2470.7210,8971.3370,A,193.4700
005606,20211031,2021,INDL,C,D,STD,HPQ,USD,22170.0000,38610.0000,-1650.0000,49443.0000,1092.2050,7930.0000,29096.0000,40260.0000,6503.0000,-2721.0000,63487.0000,A,37.6700
005608,20211231,2021,INDL,C,D,STD,HXL,USD,616.3000,2819.4000,1485.5000,936.6000,84.0000,245.7000,247.6000,1333.9000,16.1000,1886.0000,1324.7000,A,51.8000
005643,20211231,2021,INDL,C,D,STD,HLT,USD,2871.0000,15441.0000,-821.0000,4133.0000,279.0910,0.0000,3019.0000,16260.0000,410.0000,-7101.0000,5788.0000,A,155.9900
005680,20210131,2020,INDL,C,D,STD,HD,USD,28477.0000,70581.0000,3299.0000,86960.0000,1077.0000,16627.0000,23166.0000,67282.0000,12866.0000,57463.0000,132110.0000,A,265.6200
005690,20211231,2021,INDL,C,D,STD,HNI,USD,523.4940,1497.8970,589.6440,1366.3570,42.5820,181.5910,506.4480,907.9300,59.8140,507.8700,2184.4080,A,42.0500
005709,20211031,2021,INDL,C,D,STD,HRL,USD,2947.8160,12696.3290,6972.8830,9244.0920,542.4120,1369.1980,1415.6540,5717.9680,908.8390,6604.6010,11386.1890,A,48.8100
005742,20211231,2021,INDL,C,D,STD,CNP,USD,7355.0000,37679.0000,8625.0000,5634.0000,628.9240,608.0000,4287.0000,28261.0000,1486.0000,90.0000,8352.0000,A,27.9100
005750,20211031,2021,INDL,C,D,STD,HOV,USD,,2320.5080,39.5980,2154.4150,6.2550,1405.3190,,2145.1240,607.8170,-567.2280,2782.8570,A,127.2900
005763,20211031,2021,INDL,C,D,STD,UBA,USD,,973.8520,350.9040,75.6440,40.2280,0.0000,,330.5530,47.2830,-178.2130,140.1580,A,21.3000
005764,20211231,2021,INDL,C,D,STD,HUBB,USD,1879.3000,5281.5000,2229.8000,2887.5000,54.5180,662.1000,1065.2000,3040.8000,399.5000,2229.2000,4194.1000,A,208.2700
005783,20211231,2021,INDL,C,D,STD,JBHT,USD,2313.3690,6794.3480,3117.8160,10344.0980,105.0940,25.0320,1729.6000,3676.5320,760.8060,5621.1030,12168.3020,A,204.4000
005786,20211231,2021,INDL,C,D,STD,HBAN,USD,,174064.0000,17130.0000,114.0000,1437.7420,1685.0000,,154746.0000,1295.0000,1973.0000,6074.0000,A,15.4200
005860,20211231,2021,INDL,C,D,STD,ITT,USD,1722.1000,3565.4000,2225.8000,1760.8000,85.5000,451.5000,928.3000,1334.7000,316.3000,2140.3000,2765.0000,A,102.1900
005870,20211231,2021,INDL,C,D,STD,IDA,USD,595.8730,7210.5150,2668.4360,952.8780,50.5160,95.5970,325.6240,4535.2810,245.5500,1793.5400,1458.0840,A,113.3100
005878,20211231,2021,INDL,C,D,STD,ITW,USD,6374.0000,16077.0000,3625.0000,8212.0000,312.9000,1694.0000,3470.0000,12451.0000,2694.0000,22823.0000,14455.0000,A,246.8000
005968,20211231,2021,INDL,C,D,STD,RYI,USD,1593.0000,2365.6000,537.2000,4472.6000,38.3940,832.1000,751.0000,1821.0000,294.3000,156.6000,5675.3000,A,26.0500
005987,20210930,2021,INDL,C,D,STD,GFF,USD,1366.2790,2604.6850,807.1580,1583.6500,56.6130,472.7940,531.6360,1797.5270,79.2110,624.0210,2270.6260,A,28.4800
006008,20211231,2021,INDL,C,D,STD,INTC,USD,57718.0000,168406.0000,95391.0000,23626.0000,4070.0000,10776.0000,27462.0000,73015.0000,19868.0000,67385.0000,79024.0000,A,51.5000
006066,20211231,2021,INDL,C,D,STD,IBM,USD,29539.0000,132001.0000,18901.0000,20240.0000,898.0690,1649.0000,33619.0000,113005.0000,5743.0000,130975.0000,57350.0000,A,133.6600
006078,20211231,2021,INDL,C,D,STD,IFF,USD,6987.0000,39658.0000,21082.0000,7125.0000,254.5740,2516.0000,3633.0000,18436.0000,270.0000,2218.0000,11656.0000,A,150.6500
006100,20211231,2021,INDL,C,D,STD,IDCC,USD,1050.2850,1628.1560,745.2390,238.0330,30.6890,0.0000,371.5610,875.2390,55.2950,1440.5340,425.4090,A,71.6300
006104,20211231,2021,INDL,C,D,STD,IP,USD,7096.0000,25243.0000,9082.0000,15389.0000,378.5540,1814.0000,4144.0000,16161.0000,1752.0000,7363.0000,19363.0000,A,46.9800
006136,20211231,2021,INDL,C,D,STD,IPG,USD,11231.8000,19909.2000,3526.0000,8387.8000,394.3000,0.0000,10890.0000,16304.4000,952.8000,2260.1000,10240.7000,A,37.4500
006223,20211231,2021,INDL,C,D,STD,EME,USD,3390.9940,5441.4460,2252.3870,8289.4070,53.3000,284.2410,2361.7310,3188.3570,383.5320,2751.9420,9903.5800,A,127.3900
006266,20211231,2021,INDL,C,D,STD,JNJ,USD,60979.0000,182018.0000,74023.0000,22294.0000,2628.9650,10387.0000,45226.0000,107995.0000,20878.0000,110002.0000,93775.0000,A,171.0700
006268,20210930,2021,INDL,C,D,STD,JCI,USD,9998.0000,41890.0000,17562.0000,14764.0000,708.7330,2057.0000,9098.0000,23137.0000,1637.0000,1591.0000,23674.0000,A,81.3100
006304,20210630,2021,INDL,C,D,STD,KLAC,USD,5696.2480,10271.1240,3377.5540,2502.8380,152.7760,1575.3800,2103.2270,6895.4820,2078.2920,1201.5660,6918.7340,A,430.1100
006310,20211231,2021,INDL,C,D,STD,KMI,USD,3829.0000,70416.0000,30823.0000,9942.0000,2267.3920,562.0000,5821.0000,38495.0000,1784.0000,-11006.0000,16610.0000,A,15.8600
006326,20211231,2021,INDL,C,D,STD,KAMN,USD,546.5430,1198.4820,796.3290,446.1890,27.8600,193.1000,120.9350,402.1530,43.6760,639.0600,708.9930,A,43.1500
006375,20211231,2021,INDL,C,D,STD,K,USD,3394.0000,18178.0000,3720.0000,9117.0000,341.3770,1398.0000,5315.0000,13963.0000,1488.0000,7307.0000,14181.0000,A,64.4200
006379,20211231,2021,INDL,C,D,STD,KELYA,USD,1588.7000,2894.2000,1336.2000,3971.9000,39.4000,0.0000,1095.2000,1558.0000,156.1000,1287.3000,4909.7000,A,16.7700
006386,20210630,2021,INDL,C,D,STD,KMT,USD,1004.8070,2665.7610,1329.6080,1165.1410,83.6140,476.3450,437.3940,1297.5560,54.4340,662.2700,1841.4410,A,35.9100
006433,20210630,2021,INDL,C,D,STD,KBAL,USD,159.3470,444.5950,239.6700,365.3860,36.8750,54.2910,115.2420,204.9250,7.4160,301.0140,569.0080,A,10.2300
006435,20211231,2021,INDL,C,D,STD,KMB,USD,5565.0000,17837.0000,514.0000,12532.0000,336.8350,2239.0000,6749.0000,17074.0000,1814.0000,4619.0000,19440.0000,A,142.9200
006461,20211231,2021,INDL,C,D,STD,KEX,USD,1003.8650,5399.0630,2886.3240,1689.2120,60.1110,331.3500,543.7720,2510.2810,-246.9540,2320.4730,2246.6600,A,59.4200
006502,20210131,2020,INDL,C,D,STD,KR,USD,12503.0000,48662.0000,9576.0000,101597.0000,758.0000,7063.0000,15366.0000,39112.0000,2585.0000,22388.0000,132498.0000,A,31.7600
006509,20210930,2021,INDL,C,D,STD,KLIC,USD,1351.8900,1601.6310,1095.2370,806.8420,61.9310,167.3230,351.8750,506.3940,367.1610,945.5320,1517.6640,A,60.5400
006543,20210430,2020,INDL,C,D,STD,LZB,USD,926.1600,1786.3220,773.4980,960.0050,45.3610,226.1370,611.6700,1004.1760,106.4610,397.4890,1734.2440,A,39.8400
006547,20210930,2021,INDL,C,D,STD,SR,USD,1316.5000,9356.4000,2416.2000,1572.2000,51.6850,305.0000,1608.3000,6688.4000,271.7000,846.6000,2235.5000,A,65.2200
006565,20210630,2021,INDL,C,D,STD,LRCX,USD,11652.3870,15892.1520,6027.1880,7569.8720,142.5010,2689.2940,3527.8670,9864.9640,3908.4580,14620.7840,14626.1500,A,719.1500
006573,20210630,2021,INDL,C,D,STD,LANC,USD,423.4810,1101.2850,843.1470,1043.1720,27.5310,121.8750,173.9230,258.1380,142.3320,1473.9670,1467.0670,A,165.6000
006649,20211231,2021,INDL,C,D,STD,LEG,USD,2065.3000,5307.3000,1648.0000,3917.8000,133.4000,993.2000,1335.7000,3658.7000,402.4000,2934.7000,5072.6000,A,41.1600
006730,20211231,2021,INDL,C,D,STD,LLY,USD,18452.4000,48806.0000,8979.2000,5557.3000,903.6530,3886.0000,15052.7000,39651.2000,5581.7000,4615.4000,28318.4000,A,276.2200
006737,20211231,2021,INDL,C,D,STD,LECO,USD,1289.5930,2592.3070,864.1020,2078.6250,58.7870,539.9190,755.9050,1728.3980,276.4660,2712.9170,3234.1800,A,139.4700
006742,20211231,2021,INDL,C,D,STD,LNC,USD,,387301.0000,20272.0000,17045.0000,177.1940,,,367029.0000,1405.0000,15537.0000,18551.0000,A,68.2600
006774,20211231,2021,INDL,C,D,STD,LMT,USD,19815.0000,50873.0000,10959.0000,56583.0000,271.0000,2981.0000,13997.0000,39914.0000,6315.0000,10594.0000,67044.0000,A,355.4100
006781,20211231,2021,INDL,C,D,STD,L,USD,,81626.0000,17846.0000,11571.0000,248.4170,,,62451.0000,1578.0000,14962.0000,13688.0000,A,57.7600
006821,20211231,2021,INDL,C,D,STD,LPX,USD,890.0000,2194.0000,1235.0000,2371.0000,85.6360,323.0000,351.0000,955.0000,1377.0000,1065.0000,4553.0000,A,78.3500
006829,20210131,2020,INDL,C,D,STD,LOW,USD,22326.0000,46735.0000,1437.0000,59924.0000,731.0000,16193.0000,18730.0000,45298.0000,5835.0000,981.0000,89597.0000,A,160.5100
006865,20211231,2021,INDL,C,D,STD,MDC,USD,,4963.5280,2597.1460,3958.5040,70.6680,4084.9970,,2366.3820,573.6570,887.1630,5254.6680,A,55.8300
006867,20211231,2021,INDL,C,D,STD,MDU,USD,1550.9430,8910.4350,3382.8740,4847.3000,203.3510,335.6090,1092.2400,5527.5610,378.1310,1721.4060,5680.7330,A,30.8400
006932,20211231,2021,INDL,C,D,STD,MGEE,USD,199.3710,2371.9060,1027.4680,412.3070,36.1630,51.9600,117.8470,1344.4380,105.7610,596.4020,606.5840,A,82.2500
006994,20211231,2021,INDL,C,D,STD,MTW,USD,941.8000,1775.2000,662.4000,1367.5000,35.0560,576.8000,521.0000,1112.8000,11.0000,125.5000,1720.2000,A,18.5900
007017,20211231,2021,INDL,C,D,STD,MRO,USD,1821.0000,16994.0000,10686.0000,1636.0000,743.0000,77.0000,1637.0000,6308.0000,946.0000,7353.0000,5218.0000,A,16.4200
007022,20211231,2021,INDL,C,D,STD,MCS,USD,99.9460,1188.3610,453.6140,342.4670,31.4270,4.9130,213.1680,734.7470,-43.2930,277.8620,458.2440,A,17.8600
007063,20211231,2021,INDL,C,D,STD,HST,USD,,12352.0000,6441.0000,3049.0000,714.1000,0.0000,,5780.0000,-12.0000,-1268.0000,2923.0000,A,17.3900
007065,20211231,2021,INDL,C,D,STD,MMC,USD,8264.0000,34388.0000,11009.0000,14734.0000,503.5360,0.0000,6654.0000,23166.0000,3143.0000,13814.0000,19820.0000,A,173.8200
007085,20211231,2021,INDL,C,D,STD,MAS,USD,3422.0000,5575.0000,-179.0000,5357.0000,241.2000,1216.0000,1939.0000,5497.0000,410.0000,-420.0000,8375.0000,A,70.2200
007116,20211231,2021,INDL,C,D,STD,MAT,USD,2874.5290,6393.8940,1568.8490,2681.9200,350.7000,777.1840,1598.2530,4825.0450,902.9870,1515.3260,5457.7410,A,21.5600
007154,20211231,2021,INDL,C,D,STD,MCD,USD,7148.5000,53854.3000,-4601.0000,9441.7000,744.8000,55.6000,4020.0000,58455.3000,7545.2000,54961.0000,23222.9000,A,268.0700
007161,20211231,2021,INDL,C,D,STD,MGRC,USD,,1595.9260,732.0210,229.1170,24.2600,0.0000,,863.9050,89.7050,623.4110,616.8330,A,80.2600
007163,20211231,2021,INDL,C,D,STD,SPGI,USD,8810.0000,15026.0000,2032.0000,2195.0000,241.0000,0.0000,3815.0000,9490.0000,3024.0000,14176.0000,8297.0000,A,471.9300
007171,20210331,2020,INDL,C,D,STD,MCK,USD,45382.0000,65015.0000,-21.0000,225798.0000,158.0000,19246.0000,44103.0000,63569.0000,-4539.0000,6722.0000,238228.0000,A,173.9200
007228,20210430,2020,INDL,C,D,STD,MDT,USD,22548.0000,93083.0000,51428.0000,9421.0000,1345.4010,4313.0000,8509.0000,41481.0000,3606.0000,25109.0000,30117.0000,A,117.1400
007241,20211231,2021,INDL,C,D,STD,CVS,USD,60008.0000,232999.0000,75075.0000,237810.0000,1322.0000,17760.0000,67807.0000,157618.0000,7910.0000,55871.0000,292111.0000,A,103.1600
007257,20211231,2021,INDL,C,D,STD,MRK,USD,30266.0000,105694.0000,38184.0000,10079.0000,2527.6040,5953.0000,23872.0000,67437.0000,13049.0000,49267.0000,48704.0000,A,76.6400
007275,20210331,2020,INDL,C,D,STD,MLAB,USD,303.7490,601.4750,406.2270,37.0650,5.1410,11.1780,32.5830,195.2480,3.2740,88.5750,133.9370,A,286.6400
007291,20210430,2020,INDL,C,D,STD,MEI,USD,674.0000,1467.0000,918.0000,776.9000,38.2980,124.2000,222.7000,549.0000,122.3000,752.1000,1088.0000,A,38.2800
007343,20210831,2021,INDL,C,D,STD,MU,USD,19907.0000,58849.0000,43933.0000,10726.0000,1119.0000,4487.0000,6424.0000,14916.0000,5861.0000,39053.0000,27705.0000,A,93.1500
007366,20211231,2021,INDL,C,D,STD,ETR,USD,3623.5950,59454.2420,11637.2840,7906.5730,202.6530,1196.0900,6190.7420,47529.4380,1118.7190,9908.0240,11742.8960,A,112.6500
007368,20211231,2021,INDL,C,D,STD,MSEX,USD,34.3550,1020.0150,367.7260,88.8210,17.5220,5.3580,56.6190,650.2050,36.5430,145.8070,143.1410,A,120.3000
007420,20211231,2021,INDL,C,D,STD,MSA,USD,792.8040,2396.3960,830.8190,730.1200,39.2770,280.6170,330.6060,1562.0080,21.3400,901.0740,1400.1820,A,150.9600
007435,20211231,2021,INDL,C,D,STD,MMM,USD,15403.0000,47072.0000,15046.0000,16861.0000,571.8450,4985.0000,9035.0000,31955.0000,5921.0000,39071.0000,35355.0000,A,177.6300
